word,meaning,category,domain,polarity,intensity,tone,morphology,ipa_original,ipa_clean,ipa_changed,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,rationale,flags,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
どたばた,不規則衝突。高い乱流と時間性。,擬音語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,単発・その他,dotabata,dotabata,0,8,8,4,3,6,4,320.0,2.94,8,14000.0,8.39,7,h,6,#8B4513,37.5,26.4,41.0,不規則衝突。高い乱流(Re)と時間性。,,5,5,5,8,COMPOUND(複合・異種)
どっかり,重座。最大のWeightと抑制。,擬態語,その他,中立,清音・濁音,暗い・重い・大,促音・「り」変化,dokkaɾi,dokkaɾi,0,9,5,8,9,3,5,200.0,1.75,8,3000.0,5.78,9,mc,3,#000000,0.0,0.0,0.0,重座。最大のWeightと抑制(Flow 9)。,,5,5,5,8,COMPOUND(複合・異種)
どっさり,大量。高い流体性と質量密度。,擬態語,テクスチャー・質量,中立,清音・濁音,暗い・重い・大,促音・「り」変化,dossaɾi,dossaɾi,0,8,4,6,3,7,6,280.0,2.61,7,6000.0,6.95,8,mc,3,#DAA520,70.8,8.5,68.8,大量。高い流体性と質量密度。,,5,5,5,8,COMPOUND(複合・異種)
どっしり,安定重量。最大の空間直接性と抑制。,擬態語,密集度・距離感・質量・気象・自然,中立,清音・濁音,暗い・重い・大,促音・「り」変化,doɕɕiɾi,doɕɕiɾi,0,9,3,9,9,2,5,180.0,1.49,6,2000.0,5.09,9,mc,3,#2F4F4F,31.3,-11.7,-3.7,安定重量。最大の空間直接性と抑制。,,5,5,5,8,COMPOUND(複合・異種)
どっと,噴出。最大Timeと空間指向性。,擬態語,密集度・距離感・気象・自然,中立,清音・濁音,暗い・重い・大,促音,dotto,dotto,0,8,8,9,4,7,5,300.0,2.78,9,12000.0,8.13,8,h,6,#FF0000,53.2,80.1,67.2,噴出。最大Time(8)と空間指向性。,,3,4,0,0,Qto(っと)
どっぷり,没入。最大Moistureと抑制。,擬態語,その他,中立,清音・濁音・半濁音,暗い・重い・大,促音・「り」変化,doppuɾi,doppuɾi,0,8,2,4,9,7,9,150.0,1.03,5,1800.0,4.91,9,mh,5,#000080,13.0,47.5,-64.7,没入。最大Moisture(9)と抑制。,,5,5,5,8,COMPOUND(複合・異種)
どでん,巨大転倒。強大なWeightと圧縮衝撃。,擬態語,質量,中立,濁音,暗い・重い・大,撥音,dodeŋ,dodeŋ,0,9,8,7,8,3,4,180.0,1.49,8,14000.0,8.39,9,mc,3,#000000,0.0,0.0,0.0,巨大転倒。強大なWeightと圧縮衝撃。,,3,6,0,0,N(撥音単発)
どぶん,深い水没。最大のBo数と重量。,擬音語,質量・気象・自然,中立,濁音,暗い・重い・大,撥音,dobuŋ,dobuŋ,0,9,8,9,7,7,9,110.0,0.24,8,20000.0,9.0,9,mc,3,#191970,15.9,31.7,-49.6,深い水没。最大のBo数と重量。,,3,6,0,0,N(撥音単発)
どぼん,液体落着。高い圧縮性と直接性。,擬態語,その他,中立,濁音,暗い・重い・大,撥音,doboŋ,doboŋ,0,8,8,9,8,7,9,130.0,0.66,9,19000.0,8.91,9,mc,3,#0000CD,25.0,67.2,-91.5,液体落着。高い圧縮性と直接性。,,3,6,0,0,N(撥音単発)
どやどや,群衆乱入。高い乱流と時間密度。,擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,畳語,dojadoja,dojadoja,0,6,7,5,2,8,5,350.0,3.17,6,15000.0,8.51,7,h,6,#DAA520,70.8,8.5,68.8,群衆乱入。高い乱流(Re)と時間密度。,,4,5,6,1,REDUP(畳語・同一)
どろどろ,高粘性流体。最大Moistureと低周波。,擬音語,テクスチャー・気象・自然,中立,清音・濁音,暗い・重い・大,畳語,doɾodoɾo,doɾodoɾo,0,7,2,2,6,9,9,160.0,1.19,2,1100.0,4.07,9,mh,5,#4B3621,24.5,6.4,16.8,高粘性流体。最大Moisture(9)と低周波。,,4,5,6,1,REDUP(畳語・同一)
どろん,消失。流体的な時間変化。,擬態語,テクスチャー・スピード・テンポ,中立,清音・濁音,暗い・重い・大,撥音,doɾoŋ,doɾoŋ,0,5,8,8,4,9,6,280.0,2.61,8,6000.0,6.95,7,mc,3,#808080,53.6,-0.0,0.0,消失。流体的な時間変化。,,3,6,0,0,N(撥音単発)
どんちゃん,狂騒。高い乱流と自由Flow。,擬態語,その他,中立,清音・濁音,暗い・重い・大,撥音,dontɕaŋ,dontɕaŋ,0,7,8,6,1,5,4,500.0,4.07,7,16000.0,8.62,7,h,6,#FF0000,53.2,80.1,67.2,狂騒。高い乱流(Re)と自由Flow。,,5,5,5,8,COMPOUND(複合・異種)
どんと,構え。最大の空間直接性と抑制。,擬態語,密集度・距離感・気象・自然,中立,清音・濁音,暗い・重い・大,撥音,donto,donto,0,9,4,9,9,2,3,180.0,1.49,8,4000.0,6.27,9,mc,3,#000000,0.0,0.0,0.0,構え。最大の空間直接性と抑制。,,3,5,0,0,OTHER(単発)
どんどん,太鼓の音、あるいは勢いよく物事が進むさま。,擬音語・擬態語,その他,中立,濁音,暗い・重い・大,畳語・撥音,dondoŋ,dondoŋ,0,8,7,9,5,3,4,200.0,1.75,5,14000.0,8.39,9,h,6,#8B0000,28.1,51.0,41.3,進行。強大なWeightと空間直接性。,,4,5,6,1,REDUP(畳語・同一)
どんぴしゃ,適合。最大のTime、Space、抑制。,擬態語,その他,中立,清音・濁音・半濁音,暗い・重い・大,撥音,donpiɕa,dompiɕa,1,5,9,9,9,4,2,600.0,4.54,9,13000.0,8.27,9,h,6,#FFFFFF,100.0,-0.0,0.0,適合。最大のTime、Space、抑制。,,5,5,5,8,COMPOUND(複合・異種)
どんみり,停滞。重いWeightと最小の時間性。,擬態語,スピード・テンポ・質量,中立,清音・濁音,暗い・重い・大,撥音・「り」変化,donmiɾi,dommiɾi,1,7,2,3,8,6,7,180.0,1.49,4,600.0,3.04,8,mc,3,#483D8B,30.8,26.1,-42.1,停滞。重いWeightと最小の時間性。,,5,5,5,8,COMPOUND(複合・異種)
どんより,陰鬱。最大の重量、最小のSpace、最大抑制。,擬態語,質量,中立,清音・濁音,暗い・重い・大,撥音・「り」変化,donjoɾi,doŋjoɾi,1,8,1,1,9,8,8,120.0,0.46,1,300.0,1.87,9,c,2,#2F4F4F,31.3,-11.7,-3.7,陰鬱。最大の重量、最小のSpace、最大抑制。,,5,5,5,8,COMPOUND(複合・異種)
なびなび,鼻音/n/による軟らかさとFlow 0。布や旗が風に流動する層流。,擬音語,気象・自然,中立,清音・濁音,暗い・重い・大,畳語,nabinabi,nabinabi,0,2,3,1,0,9,6,220.0,2.0,2,1500.0,4.6,4,mh,5,#F0E68C,90.3,-9.0,45.0,鼻音/n/による軟らかさとFlow 0。布や旗が風に流動する層流。,,4,5,6,1,REDUP(畳語・同一)
なみなみ,表面張力の物理。鼻音の持続と最大Moisture。低Re数。,擬音語,テクスチャー・スピード・テンポ,中立,清音,明るい・軽い・小,畳語,naminami,naminami,0,4,2,2,3,9,9,240.0,2.22,1,800.0,3.53,9,mc,3,#00BFFF,72.5,-17.7,-42.5,表面張力の物理。鼻音の持続と最大Moisture(9)。低Re数。,,4,5,6,1,REDUP(畳語・同一)
なよなよ,半母音/j/による骨格の欠如。最小Weightと高い流体性。,擬音語,テクスチャー・人体・生理,中立,清音,明るい・軽い・小,畳語,najonajo,najonajo,0,1,2,1,1,9,7,300.0,2.78,2,400.0,2.35,3,mh,5,#FFF0F5,96.1,5.9,-0.6,半母音/j/による骨格の欠如。最小Weight(1)と高い流体性。,,4,5,6,1,REDUP(畳語・同一)
にこっ,鼻音の親和性と促音の遮断。瞬時の気圧変化。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,促音,nikoʔ,nikoʔ,0,2,9,8,5,7,4,1800.0,7.32,9,9000.0,7.64,8,h,6,#FFD700,86.9,-1.9,87.1,鼻音の親和性と促音の遮断。瞬時の気圧変化（Bo 8）。,,2,5,0,0,Q(促音単発)
にこにこ,笑顔を浮かべて嬉しそうなさま。,擬態語,その他,中立,清音,明るい・軽い・小,畳語,nikoniko,nikoniko,0,2,5,5,2,8,3,1600.0,7.02,4,3500.0,6.04,4,h,6,#FFFF00,97.1,-21.6,94.5,高周波(1600Hz)と自由なFlow。幸福感に伴う高い温度感。,,4,5,6,1,REDUP(畳語・同一)
にこり,弾き音による動作の完了。流体的な運動の余韻。,擬音語・擬態語,テクスチャー・ダイナミクス,中立,清音,明るい・軽い・小,「り」変化,nikoɾi,nikoɾi,0,2,6,7,3,8,4,1700.0,7.17,6,4000.0,6.27,6,h,6,#FFFACD,97.6,-5.4,22.2,弾き音による動作の完了。流体的な運動の余韻。,,4,6,0,0,RI(り単発)
にたにた,粘着質な笑い。抑制と有声性の増加。,擬声語,その他,中立,清音,明るい・軽い・小,畳語,nitanita,nitanita,0,3,4,2,8,6,5,450.0,3.81,5,1200.0,4.22,7,mc,3,#ADFF2F,92.0,-52.5,81.9,粘着質な笑い。抑制(Flow 8)と有声性の増加。,,4,5,6,1,REDUP(畳語・同一)
にたり,満足感。直接性と弾き音による収束。,擬音語・擬情語,人体・生理,中立,清音,明るい・軽い・小,「り」変化,nitaɾi,nitaɾi,0,3,7,6,7,7,6,500.0,4.07,6,2500.0,5.47,8,mc,3,#9ACD32,76.5,-38.0,66.6,満足感。直接性(Space 6)と弾き音による収束。,,4,6,0,0,RI(り単発)
にっ,歯を見せる瞬間。最大のTimeと直接性。,擬態語,スピード・テンポ・人体・生理,中立,清音,明るい・軽い・小,促音,niʔ,niʔ,0,3,9,9,9,4,2,2200.0,7.82,9,11000.0,7.98,9,h,6,#FFFFFF,100.0,-0.0,0.0,歯を見せる瞬間。最大のTime(9)と直接性。,,2,5,0,0,Q(促音単発)
にゃーにゃー,猫の鳴声。鼻音と半母音の持続による高い流体性。,擬声語・擬音語,テクスチャー・スピード・テンポ・生き物,中立,清音,明るい・軽い・小,畳語・長音,ɲa:ɲa:,ɲaːɲaː,0,2,2,4,1,9,7,800.0,5.26,0,1500.0,4.6,5,h,6,#FFB6C1,81.1,28.0,5.0,猫の鳴声。鼻音と半母音の持続による高い流体性。,,4,5,6,1,REDUP(畳語・同一)
にやにや,ニヤけて含み笑いをするさま。,擬態語,その他,中立,清音,明るい・軽い・小,畳語,nijanija,nijanija,0,2,3,1,3,8,6,400.0,3.51,2,1000.0,3.91,6,mh,5,#F0E68C,90.3,-9.0,45.0,不定形なSpace(1)。内向的で粘性のある流体運動。,,4,5,6,1,REDUP(畳語・同一)
にやり,企みの表出。高い空間直接性と時間的決定。,擬態語,スピード・テンポ・密集度・距離感・気象・自然,中立,清音,明るい・軽い・小,「り」変化,nijaɾi,nijaɾi,0,3,6,7,4,8,5,550.0,4.32,5,2800.0,5.66,7,h,6,#FFFFFF,100.0,-0.0,0.0,企みの表出。高い空間直接性と時間的決定。,,4,6,0,0,RI(り単発)
にゅるにゅる,高粘性流体。鼻音と弾き音の連続による最大Moisture。,擬音語,テクスチャー・スピード・テンポ,中立,清音,明るい・軽い・小,畳語,ɲuɾuɲuɾu,ɲuɾuɲuɾu,0,5,4,2,9,7,9,180.0,1.49,2,600.0,3.04,9,mc,3,#556B2F,42.2,-18.8,30.6,高粘性流体。鼻音と弾き音の連続による最大Moisture(9)。,,4,5,6,1,REDUP(畳語・同一)
にょきにょき,垂直方向の不連続成長。高いSpaceと中庸のWeight。,擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語,ɲokiɲoki,ɲokiɲoki,0,4,6,8,4,5,4,600.0,4.54,6,4500.0,6.47,7,mh,5,#32CD32,72.6,-67.1,61.4,垂直方向の不連続成長。高いSpace(8)と中庸のWeight。,,4,5,6,1,REDUP(畳語・同一)
にょろにょろ,不定形な曲線運動。最大の流体性と低Re数。,擬態語,テクスチャー・ダイナミクス,中立,清音,明るい・軽い・小,畳語,ɲoɾoɲoɾo,ɲoɾoɲoɾo,0,3,3,1,2,9,8,300.0,2.78,1,1200.0,4.22,8,mc,3,#006400,36.2,-43.4,41.9,不定形な曲線運動。最大の流体性(9)と低Re数。,,4,5,6,1,REDUP(畳語・同一)
ぬくぬく,温かくて心地よいさま、悠々自適なさま。,擬態語・擬情語,感情,快,清音,明るい・軽い・小,畳語,nukunuku,nukunuku,0,3,2,2,0,8,6,250.0,2.32,2,500.0,2.73,4,hh,7,#FFD700,86.9,-1.9,87.1,鼻音の低周波共鳴。自由なFlow(0)と高い温度(hh)。,,4,5,6,1,REDUP(畳語・同一)
ぬけぬけ,厚顔無恥。遮蔽物のない流体運動と高い流速。,擬音語,テクスチャー・ダイナミクス,中立,清音,明るい・軽い・小,畳語,nukenuke,nukenuke,0,4,5,4,1,9,2,500.0,4.07,4,3000.0,5.78,3,h,6,#FFFFFF,100.0,-0.0,0.0,厚顔無恥。遮蔽物のない流体運動と高い流速。,,4,5,6,1,REDUP(畳語・同一)
ぬっと,突然の出現。高いWeightと最大Space、Bo数。,擬態語,その他,中立,清音,明るい・軽い・小,促音,nutto,nutto,0,6,8,9,9,6,4,220.0,2.0,9,9000.0,7.64,9,mc,3,#000000,0.0,0.0,0.0,突然の出現。高いWeight(6)と最大Space(9)、Bo数。,,3,4,0,0,Qto(っと)
ぬめぬめ,最大Moistureと抑制。粘膜的物理プロファイル。,擬音語,その他,中立,清音,明るい・軽い・小,畳語,numenume,numenume,0,5,2,1,8,6,9,150.0,1.03,2,300.0,1.87,9,mc,3,#2F4F4F,31.3,-11.7,-3.7,最大Moisture(9)と抑制(8)。粘膜的物理プロファイル。,,4,5,6,1,REDUP(畳語・同一)
ぬらぬら,脂ぎった表面。高い流体性と中程度の乱流。,擬態語,テクスチャー,中立,清音,明るい・軽い・小,畳語,nuɾanuɾa,nuɾanuɾa,0,4,3,2,1,8,8,280.0,2.61,2,1500.0,4.6,8,mh,5,#4B3621,24.5,6.4,16.8,脂ぎった表面。高い流体性と中程度の乱流(Re)。,,4,5,6,1,REDUP(畳語・同一)
ぬるぬる,摩擦係数の最小化。鼻音による持続と潤滑物理。,擬音語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語,nuɾunuɾu,nuɾunuɾu,0,4,2,1,3,9,9,200.0,1.75,1,700.0,3.31,9,mc,3,#000080,13.0,47.5,-64.7,摩擦係数の最小化。鼻音による持続と潤滑物理。,,4,5,6,1,REDUP(畳語・同一)
ねそねそ,意欲の欠如。最小Timeと最大のFlow抑制。,擬態語,その他,中立,清音,明るい・軽い・小,畳語,nesoneso,nesoneso,0,5,1,1,9,4,6,180.0,1.49,1,400.0,2.35,7,c,2,#808080,53.6,-0.0,0.0,意欲の欠如。最小Time(1)と最大のFlow抑制(9)。,,4,5,6,1,REDUP(畳語・同一)
ねちねち,粘り着いてしつこいさま。,擬態語,テクスチャー,中立,清音,明るい・軽い・小,畳語,netɕinetɕi,netɕinetɕi,0,6,3,3,9,3,9,320.0,2.94,5,900.0,3.73,9,mh,5,#4B0082,20.5,51.7,-53.3,執拗な粘着。最大のMoistureと抑制された不快感。,,4,5,6,1,REDUP(畳語・同一)
ねっとり,粘り気が強く絡みつくさま。,擬態語,テクスチャー,中立,清音,明るい・軽い・小,促音・「り」変化,nettoɾi,nettoɾi,0,7,2,4,9,2,9,250.0,2.32,6,1100.0,4.07,9,mh,5,#DAA520,70.8,8.5,68.8,高密度。最大の抑制(9)とMoisture。高いBo数（凝縮）。,,5,5,5,8,COMPOUND(複合・異種)
ねとねと,接地面積の広い粘着。持続的な抑制と高粘性。,擬態語,テクスチャー・スピード・テンポ,中立,清音,明るい・軽い・小,畳語,netoneto,netoneto,0,6,2,2,8,4,9,200.0,1.75,2,800.0,3.53,9,mc,3,#8B4513,37.5,26.4,41.0,接地面積の広い粘着。持続的な抑制と高粘性。,,4,5,6,1,REDUP(畳語・同一)
ねばねば,納豆等の高分子流体。有声破裂音によるWeight増加。,擬声語・擬音語,テクスチャー,中立,清音・濁音,暗い・重い・大,畳語,nebaneba,nebaneba,0,7,3,3,7,5,9,180.0,1.49,3,1500.0,4.6,9,mc,3,#6B8E23,54.7,-28.2,49.7,納豆等の高分子流体。有声破裂音によるWeight増加。,,4,5,6,1,REDUP(畳語・同一)
のこのこ,平然と図々しく現れるさま。,擬態語,その他,快,清音,明るい・軽い・小,畳語,nokonoko,nokonoko,0,3,4,3,2,8,3,350.0,3.17,4,2800.0,5.66,4,0,4,#FFFFFF,100.0,-0.0,0.0,図々しい無関心。低いWeightと適度な流体運動。,,4,5,6,1,REDUP(畳語・同一)
のそのそ,巨大な質量の移動。重いWeightと最小Space。,擬態語,ダイナミクス・質量,中立,清音,明るい・軽い・小,畳語,nosonoso,nosonoso,0,7,2,1,6,6,5,180.0,1.49,3,600.0,3.04,7,c,2,#708090,52.8,-2.1,-10.6,巨大な質量の移動。重いWeight(7)と最小Space(1)。,,4,5,6,1,REDUP(畳語・同一)
のっしのっし,重厚な足取り。最大のWeightと強い直接性。,擬態語,人体・生理,中立,清音,明るい・軽い・小,畳語・促音,noɕɕinoɕɕi,noɕɕinoɕɕi,0,9,6,8,8,3,4,120.0,0.46,7,12000.0,8.13,9,mc,3,#000000,0.0,0.0,0.0,重厚な足取り。最大のWeight(9)と強い直接性(8)。,,4,5,6,1,REDUP(畳語・同一)
のっぺり,平滑な平面。陰影の欠如と抑制。,擬態語,色・光,中立,清音・半濁音,明るい・軽い・小,促音・「り」変化,noppeɾi,noppeɾi,0,5,2,5,4,7,2,280.0,2.61,6,5000.0,6.65,6,0,4,#D3D3D3,84.6,-0.0,0.0,平滑な平面。陰影の欠如(Bo数の中庸)と抑制。,,5,5,5,8,COMPOUND(複合・異種)
のほほん,完全な脱力。最小エフォート群。自由なFlow。,擬態語,その他,中立,清音,明るい・軽い・小,撥音,nohohoŋ,nohohoŋ,0,1,1,1,0,9,5,400.0,3.51,1,100.0,0.0,1,h,6,#F5F5DC,95.9,-4.2,12.0,完全な脱力。最小エフォート群。自由なFlow(0)。,,5,5,5,8,COMPOUND(複合・異種)
のらくら,回避的運動。最小のWeightと不特定の流体経路。,擬態語,テクスチャー・ダイナミクス,中立,清音,明るい・軽い・小,単発・その他,noɾakuɾa,noɾakuɾa,0,2,3,1,1,9,3,450.0,3.81,2,3000.0,5.78,3,mh,5,#FFFFFF,100.0,-0.0,0.0,回避的運動。最小のWeightと不特定の流体経路。,,5,5,5,8,COMPOUND(複合・異種)
のろのろ,極低速。最小Timeと高い抑制。高粘性流。,擬態語,テクスチャー,中立,清音,明るい・軽い・小,畳語,noɾonoɾo,noɾonoɾo,0,6,1,1,7,8,6,150.0,1.03,1,400.0,2.35,8,c,2,#2F4F4F,31.3,-11.7,-3.7,極低速。最小Time(1)と高い抑制(7)。高粘性流。,,4,5,6,1,REDUP(畳語・同一)
のんびり,焦らずゆったり過ごすさま。,擬態語,その他,中立,清音・濁音,暗い・重い・大,撥音・「り」変化,nombiɾi,nombiɾi,0,3,1,2,0,8,6,220.0,2.0,2,500.0,2.73,5,h,6,#FFFACD,97.6,-5.4,22.2,弛緩。鼻音の共鳴による安心感と自由なFlow(0)。,,5,5,5,8,COMPOUND(複合・異種)
のーのー,厚顔な平穏。長音による持続。抵抗の欠如。,擬音語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語・長音,no:no:,noːnoː,0,4,1,1,2,9,5,200.0,1.75,0,200.0,1.18,6,mh,5,#F5F5F5,96.5,-0.0,0.0,厚顔な平穏。長音による持続。抵抗の欠如。,,4,5,6,1,REDUP(畳語・同一)
はあはあ,呼吸。有気音/h/の連続。高い温度と自由なFlow。,擬音語,温度・スピード・テンポ,中立,清音,明るい・軽い・小,畳語,ha:ha:,haahaa,1,6,4,2,0,9,7,500.0,4.07,1,8000.0,7.44,4,h,6,#FF4500,57.6,67.8,69.0,呼吸。有気音/h/の連続。高い温度(h)と自由なFlow。,,4,5,6,1,REDUP(畳語・同一)
はきはき,話し方や動作が明瞭で気持ちよいさま。,擬態語,その他,中立,清音,明るい・軽い・小,畳語,hakihaki,hakihaki,0,3,8,9,3,5,2,1200.0,6.29,8,9000.0,7.64,7,h,6,#FFFFFF,100.0,-0.0,0.0,明瞭。最大の空間直接性(9)と時間的突発性(8)。,,4,5,6,1,REDUP(畳語・同一)
はくしょん,くしゃみの爆発。最大のTimeと気圧放出。,擬音語,その他,中立,清音,明るい・軽い・小,撥音,hakuɕoŋ,hakuɕoŋ,0,7,9,8,7,5,7,450.0,3.81,9,18000.0,8.82,9,h,6,#FFFFFF,100.0,-0.0,0.0,くしゃみの爆発。最大のTime(9)と気圧放出(Bo 9)。,,5,5,5,8,COMPOUND(複合・異種)
はっきり,輪郭の解像度。最大のSpaceとFlow抑制。,擬態語,その他,中立,清音,明るい・軽い・小,促音・「り」変化,hakkiɾi,hakkiɾi,0,4,8,9,8,4,1,800.0,5.26,8,11000.0,7.98,9,0,4,#000000,0.0,0.0,0.0,輪郭の解像度。最大のSpace(9)とFlow抑制(8)。,,5,5,5,8,COMPOUND(複合・異種)
はっし,打撃または注視。最大の抑制と時間突発性。,擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,haɕɕi,haɕɕi,0,6,9,9,9,3,2,1500.0,6.86,9,14000.0,8.39,9,c,2,#FFFFFF,100.0,-0.0,0.0,打撃または注視。最大の抑制と時間突発性。,,2,5,0,0,Q(促音単発)
はっと,覚醒。最大のTimeと内部気圧の上昇。,擬態語,その他,中立,清音,明るい・軽い・小,促音,hatto,hatto,0,5,9,8,9,4,4,650.0,4.74,9,12000.0,8.13,9,h,6,#FF0000,53.2,80.1,67.2,覚醒。最大のTime(9)と内部気圧の上昇(Bo 9)。,,3,4,0,0,Qto(っと)
はらはら,落ち葉が散るさま、危険を見て心を揉むさま。,擬態語・擬情語,感情,中立,清音,明るい・軽い・小,畳語,haɾahaɾa,haɾahaɾa,0,1,5,2,1,9,3,550.0,4.32,4,4500.0,6.47,3,c,2,#FFFFFF,100.0,-0.0,0.0,落葉や不安。低Weightと乱流(Re)への境界。,,4,5,6,1,REDUP(畳語・同一)
ばかっ,破裂。有声破裂音による大Weightと遮断。,擬声語・擬音語,その他,中立,清音・濁音,暗い・重い・大,促音,bakaʔ,bakaʔ,0,8,9,9,8,3,3,180.0,1.49,9,16000.0,8.62,9,h,6,#FF0000,53.2,80.1,67.2,破裂。有声破裂音による大Weightと遮断(Decay 9)。,,2,5,0,0,Q(促音単発)
ばしっ,打撃。高いHardnessと最大のSpace直接性。,擬態語,その他,中立,清音・濁音,暗い・重い・大,促音,baɕiʔ,baɕiʔ,0,8,9,9,9,2,2,1200.0,6.29,9,15000.0,8.51,9,h,6,#FFFFFF,100.0,-0.0,0.0,打撃。高いHardness(2)と最大のSpace直接性(9)。,,2,5,0,0,Q(促音単発)
ばしゃばしゃ,散水。最大Moistureと乱流 Re数。,擬音語,気象・自然,中立,清音・濁音,暗い・重い・大,畳語,baɕabaɕa,baɕabaɕa,0,6,7,5,2,8,9,400.0,3.51,6,18000.0,8.82,8,mc,3,#4682B4,52.5,-4.1,-32.2,散水。最大Moisture(9)と乱流 Re数。,,4,5,6,1,REDUP(畳語・同一)
