word,pronunciation_romaji,meaning_en,category,domain,polarity,intensity,tone,morphology,ipa_clean,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,rationale,flags,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
ふらふら,furafura,Manner or sound of ふらふら: 目眩。高い流体性と不定形なSpace。,Psychomime (State/Manner),Human Body/Physiology,Negative,Unvoiced (Light),Bright/Light/Small,Reduplication,ɸuɾaɸuɾa,2,4,2,2,9,4,320.0,2.94,4,3500.0,6.04,4,mc,3,#FFFFFF,100.0,-0.0,0.0,"Reflecting fricatives and flap consonant /ɾ/ for a vector configuration of Weight 2, Time 4, and Flow 2.",,4,5,6,1,REDUP(畳語・同一)
ふわふわ,fuwafuwa,Manner or sound of ふわふわ: 空中に浮遊するさま、柔らかい manner.,Psychomime (State/Manner),Texture,Positive,Unvoiced (Light),Bright/Light/Small,Reduplication,ɸuwaɸuwa,1,1,1,0,9,2,300.0,2.78,1,100.0,0.0,1,mh,5,#F5F5F5,96.5,-0.0,0.0,"Reflecting fricatives for a vector configuration of Weight 1, Time 1, and Flow 0.",,4,5,6,1,REDUP(畳語・同一)
ふん,fun,Manner or sound of ふん: 鼻息。高い抑制と空間指向性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɸuŋ,4,6,7,8,5,4,220.0,2.0,7,3000.0,5.78,8,h,6,#8B0000,28.1,51.0,41.3,"Reflecting fricatives and nasal resonance for a vector configuration of Weight 4, Time 6, and Flow 8.",,3,6,0,0,N(撥音単発)
ふんわり,funwari,Manner or sound of ふんわり: 柔らかな着地。最小Weightと自由Flow。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɸuŋwaɾi,2,2,3,0,9,4,280.0,2.61,2,400.0,2.35,3,mh,5,#FFFACD,97.6,-5.4,22.2,"Reflecting fricatives and nasal resonance for a vector configuration of Weight 2, Time 2, and Flow 0.",,5,5,5,8,COMPOUND(複合・異種)
ぶうぶう,buubuu,Manner or sound of ぶうぶう: 不満。有声音の持続。乱流摩擦。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,buubuu,6,2,4,1,7,7,180.0,1.49,0,1500.0,4.6,7,mc,3,#556B2F,42.2,-18.8,30.6,"Reflecting voiced consonants for a vector configuration of Weight 6, Time 2, and Flow 1.",,4,5,6,1,REDUP(畳語・同一)
ぶかぶか,bukabuka,Manner or sound of ぶかぶか: 過大な空間。低い粘性と流体運動。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,bukabuka,4,4,2,2,8,3,250.0,2.32,4,4000.0,6.27,5,0,4,#D2B48C,75.0,5.0,24.4,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 4, Time 4, and Flow 2.",,4,5,6,1,REDUP(畳語・同一)
ぶくぶく,bukubuku,Manner or sound of ぶくぶく: 泡。最大Moistureと内部気圧。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,bukubuku,7,4,3,5,7,9,140.0,0.85,5,2000.0,5.09,9,mc,3,#0000FF,32.3,79.2,-107.9,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 7, Time 4, and Flow 5.",,4,5,6,1,REDUP(畳語・同一)
ぶすっ,busut,Manner or sound of ぶすっ: 刺入。最大のWeight、直接性、抑制。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,busuʔ,7,9,9,9,4,5,400.0,3.51,9,14000.0,8.39,9,mc,3,#000000,0.0,0.0,0.0,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 7, Time 9, and Flow 9.",,2,5,0,0,Q(促音単発)
ぶつくさ,butsukusa,Manner or sound of ぶつくさ: 独り言。高い抑制と乱流。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,butsukusa,5,6,5,8,6,4,380.0,3.38,6,5000.0,6.65,6,c,2,#708090,52.8,-2.1,-10.6,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 6, and Flow 8.",,5,5,5,8,COMPOUND(複合・異種)
ぶらぶら,burabura,Manner or sound of ぶらぶら: ぶら下がって揺れるさま、散歩する manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,buɾabuɾa,5,3,2,1,8,5,280.0,2.61,3,3500.0,6.04,6,mc,3,#8B4513,37.5,26.4,41.0,"Reflecting voiced consonants and flap consonant /ɾ/ for a vector configuration of Weight 5, Time 3, and Flow 1.",,4,5,6,1,REDUP(畳語・同一)
ぶらり,burari,Manner or sound of ぶらり: 無計画。高い流体性と弾き音の余韻。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,buɾaɾi,4,6,6,4,8,4,320.0,2.94,6,4000.0,6.27,5,mc,3,#A0522D,43.8,29.3,35.6,"Reflecting voiced consonants and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 6, and Flow 4.",,4,6,0,0,RI(り単発)
ぶりしゃり,burishari,Manner or sound of ぶりしゃり: 結晶質な食感。高いHardnessと抑制。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,buɾiɕaɾi,7,8,8,8,3,4,550.0,4.32,7,11000.0,7.98,7,c,2,#FFFFFF,100.0,-0.0,0.0,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 7, Time 8, and Flow 8.",,5,5,5,8,COMPOUND(複合・異種)
ぶるぶる,buruburu,Manner or sound of ぶるぶる: 震え。有声音のWeightと極寒。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,buɾubuɾu,7,7,4,9,5,5,200.0,1.75,7,9000.0,7.64,8,ccc,0,#0000FF,32.3,79.2,-107.9,"Reflecting voiced consonants and flap consonant /ɾ/ for a vector configuration of Weight 7, Time 7, and Flow 9.",,4,5,6,1,REDUP(畳語・同一)
ぶわぶわ,buwabuwa,Manner or sound of ぶわぶわ: 膨張。高い流体性と適度なWeight。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,buwabuwa,6,4,2,2,9,6,220.0,2.0,2,6000.0,6.95,7,h,6,#FF8C00,69.5,36.8,75.5,"Reflecting voiced consonants for a vector configuration of Weight 6, Time 4, and Flow 2.",,4,5,6,1,REDUP(畳語・同一)
ぶんぶん,bunbun,Manner or sound of ぶんぶん: 蜂や旋回。最大のSpace直接性とWeight。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,bumbuŋ,7,6,9,3,8,4,180.0,1.49,4,16000.0,8.62,9,h,6,#191970,15.9,31.7,-49.6,"Reflecting voiced consonants and nasal resonance for a vector configuration of Weight 7, Time 6, and Flow 3.",,4,5,6,1,REDUP(畳語・同一)
ぶーぶー,bu-bu-,Manner or sound of ぶーぶー: 警笛や不満。持続的乱流。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,buːbuː,6,2,5,2,7,7,160.0,1.19,0,1200.0,4.22,8,c,2,#8B0000,28.1,51.0,41.3,"Reflecting voiced consonants and long vowel extension for a vector configuration of Weight 6, Time 2, and Flow 2.",,4,5,6,1,REDUP(畳語・同一)
ぷい,pui,Manner or sound of ぷい: 横を向く。高い時間性と指向性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pui,3,8,8,6,8,4,600.0,4.54,8,9000.0,7.64,7,h,6,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives for a vector configuration of Weight 3, Time 8, and Flow 6.",,3,5,0,0,OTHER(単発)
ぷかぷか,pukapuka,Manner or sound of ぷかぷか: 浮遊。最小Weightと高い流体性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pukapuka,2,3,2,1,9,3,450.0,3.81,3,100.0,0.0,3,mh,5,#F0FFFF,98.9,-4.9,-1.7,"Reflecting unvoiced plosives for a vector configuration of Weight 2, Time 3, and Flow 1.",,4,5,6,1,REDUP(畳語・同一)
ぷくっ,pukut,Manner or sound of ぷくっ: 膨張の破裂。最大のTimeとBo数。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pukuʔ,4,9,9,8,7,7,350.0,3.17,9,15000.0,8.51,9,mh,5,#FFB6C1,81.1,28.0,5.0,"Reflecting unvoiced plosives and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 9, and Flow 8.",,2,5,0,0,Q(促音単発)
ぷよぷよ,puyopuyo,Manner or sound of ぷよぷよ: 弾性流体。最大Moistureと自由Flow。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pujopujo,3,2,1,4,9,9,220.0,2.0,2,500.0,2.73,9,mh,5,#FF69B4,65.5,64.2,-10.6,"Reflecting unvoiced plosives for a vector configuration of Weight 3, Time 2, and Flow 4.",,4,5,6,1,REDUP(畳語・同一)
ぷりぷり,puripuri,Manner or sound of ぷりぷり: 弾力 or 怒り。高い抑制とMoisture。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,puɾipuɾi,4,7,7,7,6,8,550.0,4.32,6,4000.0,6.27,8,h,6,#FF1493,56.0,84.5,-5.7,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 7, and Flow 7.",,4,5,6,1,REDUP(畳語・同一)
ぷんぷん,punpun,Manner or sound of ぷんぷん: 激怒。最大のFlow抑制と高温度。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pumpuŋ,5,6,8,9,5,6,400.0,3.51,5,9000.0,7.64,9,hh,7,#FF0000,53.2,80.1,67.2,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 5, Time 6, and Flow 9.",,4,5,6,1,REDUP(畳語・同一)
へたへた,hetaheta,Manner or sound of へたへた: 疲弊。重いWeightと低いSpace。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,hetaheta,5,3,1,4,8,6,250.0,2.32,5,500.0,2.73,5,mc,3,#708090,52.8,-2.1,-10.6,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 5, Time 3, and Flow 4.",,4,5,6,1,REDUP(畳語・同一)
へとへと,hetoheto,Manner or sound of へとへと: 限界疲労。最大のWeightと抑制。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,hetoheto,7,2,1,6,7,7,200.0,1.75,6,300.0,1.87,6,c,2,#2F4F4F,31.3,-11.7,-3.7,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 7, Time 2, and Flow 6.",,4,5,6,1,REDUP(畳語・同一)
へどもど,hedomodo,Manner or sound of へどもど: 狼狽。低いSpaceと不規則なTime。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,hedomodo,4,7,3,7,6,5,380.0,3.38,7,6000.0,6.95,6,h,6,#BDB76B,73.4,-8.8,39.3,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 4, Time 7, and Flow 7.",,5,5,5,8,COMPOUND(複合・異種)
へなへな,henahena,Manner or sound of へなへな: 腰砕け。最小Weightと高い流体性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,henahena,1,2,1,1,9,7,220.0,2.0,2,400.0,2.35,6,mh,5,#F5F5DC,95.9,-4.2,12.0,"Reflecting fricatives and nasal resonance for a vector configuration of Weight 1, Time 2, and Flow 1.",,4,5,6,1,REDUP(畳語・同一)
へらへら,herahera,Manner or sound of へらへら: 軽薄。最小Weightと自由なFlow。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,heɾaheɾa,1,5,3,0,9,4,600.0,4.54,3,3000.0,5.78,3,h,6,#FFFFE0,99.3,-5.1,14.8,"Reflecting fricatives and flap consonant /ɾ/ for a vector configuration of Weight 1, Time 5, and Flow 0.",,4,5,6,1,REDUP(畳語・同一)
べたべた,betabeta,Manner or sound of べたべた: 粘着。濁音のWeightと最大の抑制。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,betabeta,6,3,2,9,4,9,200.0,1.75,4,1200.0,4.22,9,mc,3,#8B4513,37.5,26.4,41.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 6, Time 3, and Flow 9.",,4,5,6,1,REDUP(畳語・同一)
べったり,bettari,Manner or sound of べったり: 全面密着。最大の抑制とMoisture。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,bettaɾi,7,2,5,9,3,9,180.0,1.49,7,900.0,3.73,9,mc,3,#556B2F,42.2,-18.8,30.6,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 7, Time 2, and Flow 9.",,5,5,5,8,COMPOUND(複合・異種)
べとべと,betobeto,Manner or sound of べとべと: 高粘性。低いTimeと水分量。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,betobeto,7,2,1,8,5,9,150.0,1.03,3,1000.0,3.91,9,mc,3,#4B3621,24.5,6.4,16.8,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 7, Time 2, and Flow 8.",,4,5,6,1,REDUP(畳語・同一)
べらべら,berabera,Manner or sound of べらべら: 饒舌。乱流Re数と自由なFlow。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,beɾabeɾa,5,6,5,1,8,4,450.0,3.81,4,14000.0,8.39,6,h,6,#FF8C00,69.5,36.8,75.5,"Reflecting voiced consonants and flap consonant /ɾ/ for a vector configuration of Weight 5, Time 6, and Flow 1.",,4,5,6,1,REDUP(畳語・同一)
ぺこぺこ,pekopeko,Manner or sound of ぺこぺこ: 卑屈 or 空腹。周期的な抑制。,Psychomime (State/Manner),Human Body/Physiology,Negative,Semi-voiced (Crisp),Bright/Light/Small,Reduplication,pekopeko,3,7,5,3,6,3,500.0,4.07,6,5000.0,6.65,5,h,6,#FFD700,86.9,-1.9,87.1,"Reflecting unvoiced plosives for a vector configuration of Weight 3, Time 7, and Flow 3.",,4,5,6,1,REDUP(畳語・同一)
ぺしゃり,peshari,Manner or sound of ぺしゃり: 圧壊。単発の流体変形と完了感。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,peɕaɾi,5,8,7,6,7,8,350.0,3.17,8,9000.0,7.64,8,mc,3,#808080,53.6,-0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 5, Time 8, and Flow 6.",,4,6,0,0,RI(り単発)
ぺちゃくちゃ,pechakucha,Manner or sound of ぺちゃくちゃ: 雑談。最大Moistureと乱流。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,petɕakutɕa,3,6,4,2,7,9,450.0,3.81,5,15000.0,8.51,9,h,6,#FF69B4,65.5,64.2,-10.6,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 6, and Flow 2.",,5,5,5,8,COMPOUND(複合・異種)
ぺちゃんこ,pechanko,Manner or sound of ぺちゃんこ: 圧壊 condition/state。高い抑制と変形。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,petɕaŋko,6,8,5,8,5,8,280.0,2.61,8,3000.0,5.78,9,mc,3,#708090,52.8,-2.1,-10.6,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 6, Time 8, and Flow 8.",,5,5,5,8,COMPOUND(複合・異種)
ぺったんぺったん,pettanpettan,Manner or sound of ぺったんぺったん: 搗餅運動。高いBo数と抑制。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,pettampettaŋ,6,7,8,7,4,8,220.0,2.0,7,11000.0,7.98,9,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and nasal resonance for a vector configuration of Weight 6, Time 7, and Flow 7.",,4,5,6,1,REDUP(畳語・同一)
ぺりぺり,periperi,Manner or sound of ぺりぺり: 剥離。高いHardnessと乾燥。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,peɾipeɾi,3,8,7,8,3,0,1800.0,7.32,8,12000.0,8.13,6,c,2,#FFFFFF,100.0,-0.0,0.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 3, Time 8, and Flow 8.",,4,5,6,1,REDUP(畳語・同一)
ぺろっ,perot,Manner or sound of ぺろっ: 舌の動き。最大のTimeとMoisture。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,peɾoʔ,2,9,8,4,8,9,1100.0,6.07,9,14000.0,8.39,9,mh,5,#FFB6C1,81.1,28.0,5.0,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 2, Time 9, and Flow 4.",,2,5,0,0,Q(促音単発)
ぺろぺろ,peropero,Manner or sound of ぺろぺろ: 舐める action。最大の水分量と流体性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,peɾopeɾo,2,5,4,2,9,9,450.0,3.81,4,2500.0,5.47,9,mh,5,#FFC0CB,83.6,24.1,3.3,"Reflecting unvoiced plosives and flap consonant /ɾ/ for a vector configuration of Weight 2, Time 5, and Flow 2.",,4,5,6,1,REDUP(畳語・同一)
ほいほい,hoihoi,Manner or sound of ほいほい: 二つ返事。高い時間性と自由Flow。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,hoihoi,2,8,4,1,9,3,1000.0,5.83,7,8000.0,7.44,4,h,6,#FFFFFF,100.0,-0.0,0.0,"Reflecting fricatives for a vector configuration of Weight 2, Time 8, and Flow 1.",,4,5,6,1,REDUP(畳語・同一)
ほうほけきょ,houhokekyo,Manner or sound of ほうほけきょ: 鶯。高周波と高い空間指向性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,houhokekjo,2,4,7,2,8,4,1800.0,7.32,3,12000.0,8.13,6,h,6,#ADFF2F,92.0,-52.5,81.9,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 2, Time 4, and Flow 2.",,3,5,0,0,OTHER(単発)
ほかほか,hokahoka,Manner or sound of ほかほか: 湯気。自由なFlowと高い温度感。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,hokahoka,3,2,2,0,9,5,420.0,3.63,1,400.0,2.35,4,hh,7,#FF4500,57.6,67.8,69.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 2, and Flow 0.",,4,5,6,1,REDUP(畳語・同一)
ほくほく,hokuhoku,Manner or sound of ほくほく: 根菜の熱。適度な抑制と高温度。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,hokuhoku,4,4,4,5,6,3,350.0,3.17,5,1200.0,4.22,5,hh,7,#DAA520,70.8,8.5,68.8,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 4, and Flow 5.",,4,5,6,1,REDUP(畳語・同一)
ほたほた,hotahota,Manner or sound of ほたほた: 質量の滴下。高いWeightと水分量。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,hotahota,6,5,3,4,8,8,250.0,2.32,5,2000.0,5.09,8,mc,3,#8B4513,37.5,26.4,41.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 6, Time 5, and Flow 4.",,4,5,6,1,REDUP(畳語・同一)
ほっ,hot,Manner or sound of ほっ: 安堵。最大のTimeと流体性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,hoʔ,1,9,9,4,9,4,500.0,4.07,9,15000.0,8.51,9,h,6,#FFFFFF,100.0,-0.0,0.0,"Reflecting fricatives and geminate sokuon (sudden onset) for a vector configuration of Weight 1, Time 9, and Flow 4.",,2,5,0,0,Q(促音単発)
ほっそり,hotsori,Manner or sound of ほっそり: 細長。最小Weightと最大抑制。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,hossoɾi,1,3,6,8,9,1,1400.0,6.68,6,900.0,3.73,8,0,4,#FFFFFF,100.0,-0.0,0.0,"Reflecting fricatives and flap consonant /ɾ/ for a vector configuration of Weight 1, Time 3, and Flow 8.",,5,5,5,8,COMPOUND(複合・異種)
ほつほつ,hotsuhotsu,Manner or sound of ほつほつ: 断続的な出現。高い抑制。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,hotsuhotsu,3,7,6,8,7,4,900.0,5.56,7,6000.0,6.95,6,mc,3,#808080,53.6,-0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 7, and Flow 8.",,4,5,6,1,REDUP(畳語・同一)
ほとほと,hotohoto,Manner or sound of ほとほと: 困惑。重いWeightと高い抑制。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,hotohoto,6,2,3,7,7,6,280.0,2.61,4,500.0,2.73,7,c,2,#483D8B,30.8,26.1,-42.1,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 6, Time 2, and Flow 7.",,4,5,6,1,REDUP(畳語・同一)
ほやほや,hoyahoya,Manner or sound of ほやほや: 新鮮。自由なFlowと高水分、高温度。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,hojahoja,2,4,3,0,9,7,480.0,3.97,2,800.0,3.53,3,hh,7,#FFE4E1,92.7,8.7,4.8,"Reflecting fricatives for a vector configuration of Weight 2, Time 4, and Flow 0.",,4,5,6,1,REDUP(畳語・同一)
ほろっ,horot,Manner or sound of ほろっ: 剥離 or 感涙。最大のTimeと流体性。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,hoɾoʔ,2,9,7,5,9,5,550.0,4.32,9,11000.0,7.98,9,mc,3,#FFFFFF,100.0,-0.0,0.0,"Reflecting fricatives and flap consonant /ɾ/ for a vector configuration of Weight 2, Time 9, and Flow 5.",,2,5,0,0,Q(促音単発)
ほんのり,honnori,Manner or sound of ほんのり: 微かな気配。低Weightと自由に近いFlow。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,honnoɾi,2,2,3,2,9,4,400.0,3.51,4,600.0,3.04,3,mh,5,#FFF0F5,96.1,5.9,-0.6,"Reflecting fricatives and nasal resonance for a vector configuration of Weight 2, Time 2, and Flow 2.",,5,5,5,8,COMPOUND(複合・異種)
ほんわか,honwaka,Manner or sound of ほんわか: 平和。最小エフォート。高い温度感。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,hoŋwaka,1,1,1,0,9,4,320.0,2.94,1,200.0,1.18,2,hh,7,#FFFACD,97.6,-5.4,22.2,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 1, Time 1, and Flow 0.",,5,5,5,8,COMPOUND(複合・異種)
