word,pronunciation_romaji,cat_bit,dom_bit,pol_code,int_bit,tone_code,morph_bit,ipa_clean,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
ぽろぽろ,poroporo,4,2,0,1,0,1,poɾopoɾo,2,5,3,2,9,8,450.0,3.81,4,3000.0,5.78,7,mc,3,#FFFFFF,100.0,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
ぽんぽん,ponpon,4,2,0,1,0,1,pompoŋ,4,7,8,4,6,4,320.0,2.94,6,12000.0,8.13,8,h,6,#FFFFFF,100.0,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
まごまご,magomago,4,2048,2,1,1,1,maɡomaɡo,4,6,2,5,7,4,320.0,2.94,4,1200.0,4.22,4,mc,3,#BDB76B,73.4,-8.8,39.3,4,5,6,1,REDUP(畳語・同一)
まじまじ,majimaji,4,2,0,1,0,1,madʑimadʑi,5,2,9,9,4,6,280.0,2.61,2,500.0,2.73,8,mc,3,#000000,0.0,0.0,0.0,4,5,6,1,REDUP(畳語・同一)
まるまる,marumaru,4,2,0,1,0,1,maɾumaɾu,3,2,3,2,9,7,350.0,3.17,2,400.0,2.35,3,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
まんじり,manjiri,4,2,0,1,0,1,mandʑiɾi,4,1,6,9,5,6,220.0,2.0,1,300.0,1.87,7,mc,3,#483D8B,30.8,26.1,-42.1,5,5,5,8,COMPOUND(複合・異種)
みしみし,mishimishi,4,2,0,1,0,1,miɕimiɕi,5,7,6,9,3,2,1400.0,6.68,7,11000.0,7.98,7,c,2,#556B2F,42.2,-18.8,30.6,4,5,6,1,REDUP(畳語・同一)
みっちり,mitchiri,4,2,0,1,0,1,mittɕiɾi,6,4,8,9,3,5,800.0,5.26,8,4000.0,6.27,9,mc,3,#708090,52.8,-2.1,-10.6,5,5,5,8,COMPOUND(複合・異種)
むかむか,mukamuka,4,2,0,1,0,1,mukamuka,6,6,5,8,6,8,240.0,2.22,5,1500.0,4.6,9,h,6,#FF4500,57.6,67.8,69.0,4,5,6,1,REDUP(畳語・同一)
むくむく,mukumuku,4,2,0,1,0,1,mukumuku,5,4,6,4,7,7,220.0,2.0,3,1200.0,4.22,8,mh,5,#F5F5F5,96.5,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
むしむし,mushimushi,4,2,0,1,0,1,muɕimuɕi,4,1,1,8,8,9,450.0,3.81,1,800.0,3.53,9,hh,7,#708090,52.8,-2.1,-10.6,4,5,6,1,REDUP(畳語・同一)
むしゃむしゃ,mushamusha,4,2,0,1,0,1,muɕamuɕa,5,7,4,3,6,8,500.0,4.07,5,9000.0,7.64,7,h,6,#8B4513,37.5,26.4,41.0,4,5,6,1,REDUP(畳語・同一)
むすっ,musut,4,2,0,1,0,1,musuʔ,5,9,8,9,6,2,600.0,4.54,9,12000.0,8.13,9,c,2,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
むず,muzu,4,2,0,1,0,1,muzu,5,8,9,7,4,4,250.0,2.32,8,6000.0,6.95,8,mc,3,#FFFFFF,100.0,-0.0,0.0,3,5,0,0,OTHER(単発)
むずむず,muzumuzu,4,2,0,1,0,1,muzumuzu,4,5,2,9,5,4,280.0,2.61,4,4500.0,6.47,7,mh,5,#DAA520,70.8,8.5,68.8,4,5,6,1,REDUP(畳語・同一)
むちむち,muchimuchi,4,2,0,1,0,1,mutɕimutɕi,5,3,4,8,5,9,320.0,2.94,4,1000.0,3.91,9,mh,5,#FFB6C1,81.1,28.0,5.0,4,5,6,1,REDUP(畳語・同一)
むっ,mut,4,2,0,1,0,1,muʔ,6,9,8,9,4,5,220.0,2.0,9,15000.0,8.51,9,c,2,#FF0000,53.2,80.1,67.2,2,5,0,0,Q(促音単発)
むっくり,mutkuri,4,2,0,1,0,1,mukkuɾi,5,8,7,6,7,3,350.0,3.17,8,8000.0,7.44,8,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
むっつり,muttsuri,4,2,0,1,0,1,muttsuɾi,6,2,3,9,5,2,400.0,3.51,7,600.0,3.04,9,c,2,#000000,0.0,0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
むにゃむにゃ,munyamunya,4,2,0,1,0,1,muɲamuɲa,2,1,1,2,9,9,180.0,1.49,1,400.0,2.35,9,mh,5,#F5DEB3,89.4,1.5,24.0,4,5,6,1,REDUP(畳語・同一)
むらむら,muramura,4,2,0,1,0,1,muɾamuɾa,5,6,5,3,8,6,320.0,2.94,4,5500.0,6.81,7,hh,7,#FF00FF,60.3,98.2,-60.8,4,5,6,1,REDUP(畳語・同一)
むんむん,munmun,4,2,0,1,0,1,mummuŋ,6,2,3,9,7,9,200.0,1.75,2,900.0,3.73,9,hh,7,#FF8C00,69.5,36.8,75.5,4,5,6,1,REDUP(畳語・同一)
めきめき,mekimeki,4,2,0,1,0,1,mekimeki,4,8,9,4,3,2,1200.0,6.29,8,11000.0,7.98,8,h,6,#FFFFFF,100.0,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
めそめそ,mesomeso,4,2,0,1,0,1,mesomeso,3,4,1,6,8,9,400.0,3.51,3,700.0,3.31,9,c,2,#B0C4DE,78.5,-1.3,-15.2,4,5,6,1,REDUP(畳語・同一)
めためた,metameta,4,2,0,1,0,1,metameta,6,8,5,4,6,6,350.0,3.17,7,13000.0,8.27,7,h,6,#8B0000,28.1,51.0,41.3,4,5,6,1,REDUP(畳語・同一)
めっきり,metkiri,4,2,0,1,0,1,mekkiɾi,5,8,9,7,5,3,600.0,4.54,8,10000.0,7.82,9,c,2,#FFFFFF,100.0,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
めらめら,meramera,4,2,0,1,0,1,meɾameɾa,4,5,5,1,9,1,800.0,5.26,3,15000.0,8.51,6,hhh,8,#FF4500,57.6,67.8,69.0,4,5,6,1,REDUP(畳語・同一)
めりめり,merimeri,4,2,0,1,0,1,meɾimeɾi,7,7,8,9,2,1,600.0,4.54,6,12000.0,8.13,8,c,2,#8B4513,37.5,26.4,41.0,4,5,6,1,REDUP(畳語・同一)
めろめろ,meromero,4,2,0,1,0,1,meɾomeɾo,3,2,1,1,9,8,250.0,2.32,1,900.0,3.73,8,hh,7,#FFC0CB,83.6,24.1,3.3,4,5,6,1,REDUP(畳語・同一)
めーめー,me-me-,4,2,0,1,0,1,meːmeː,3,1,4,2,9,6,450.0,3.81,0,1500.0,4.6,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
もくもく,mokumoku,4,2,0,1,0,1,mokumoku,5,3,4,4,8,4,220.0,2.0,3,3000.0,5.78,8,mh,5,#BEBEBE,77.0,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
もぐもぐ,mogumogu,4,2,0,1,0,1,moɡumoɡu,6,4,3,7,6,8,180.0,1.49,4,1200.0,4.22,9,mh,5,#8B4513,37.5,26.4,41.0,4,5,6,1,REDUP(畳語・同一)
もごもご,mogomogo,4,2,0,1,0,1,moɡomoɡo,5,2,1,9,7,7,150.0,1.03,2,400.0,2.35,7,mc,3,#708090,52.8,-2.1,-10.6,4,5,6,1,REDUP(畳語・同一)
もじもじ,mojimoji,4,2,0,1,0,1,modʑimodʑi,4,3,2,9,6,5,250.0,2.32,3,800.0,3.53,6,mh,5,#FFFACD,97.6,-5.4,22.2,4,5,6,1,REDUP(畳語・同一)
もぞもぞ,mozomozo,4,2,0,1,0,1,mozomozo,5,4,2,8,6,4,220.0,2.0,4,1500.0,4.6,7,mc,3,#556B2F,42.2,-18.8,30.6,4,5,6,1,REDUP(畳語・同一)
もたもた,motamota,4,2,0,1,0,1,motamota,6,2,1,7,7,6,280.0,2.61,3,500.0,2.73,8,c,2,#808080,53.6,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
もやもや,moyamoya,4,2,0,1,0,1,mojamoja,3,2,1,3,9,7,300.0,2.78,2,1500.0,4.6,4,mc,3,#D3D3D3,84.6,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
もりもり,morimori,4,2,0,1,0,1,moɾimoɾi,6,6,8,3,6,4,400.0,3.51,5,7000.0,7.22,8,h,6,#ADFF2F,92.0,-52.5,81.9,4,5,6,1,REDUP(畳語・同一)
もわーっ,mowa-t,4,2,0,1,0,1,mowaːʔ,4,5,3,4,9,8,250.0,2.32,9,9000.0,7.64,9,mh,5,#F5F5F5,96.5,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
もーもー,mo-mo-,4,2,0,1,0,1,moːmoː,7,1,3,1,7,7,120.0,0.46,0,800.0,3.53,7,mh,5,#000000,0.0,0.0,0.0,4,5,6,1,REDUP(畳語・同一)
やいのやいの,yainoyaino,4,2,0,1,0,1,jainojaino,4,7,5,2,8,5,600.0,4.54,4,8000.0,7.44,6,h,6,#FFD700,86.9,-1.9,87.1,4,5,6,1,REDUP(畳語・同一)
やきもき,yakimoki,4,2,0,1,0,1,jakimoki,5,6,4,9,6,4,550.0,4.32,6,4000.0,6.27,7,h,6,#FF4500,57.6,67.8,69.0,5,5,5,8,COMPOUND(複合・異種)
やんわり,yanwari,4,2,0,1,0,1,jaŋwaɾi,2,2,3,0,9,6,300.0,2.78,2,600.0,3.04,4,mh,5,#FFFACD,97.6,-5.4,22.2,5,5,5,8,COMPOUND(複合・異種)
ゆうゆう,yuuyuu,4,2,0,1,0,1,juujuu,3,1,2,0,9,5,320.0,2.94,0,400.0,2.35,2,h,6,#87CEEB,79.2,-14.8,-21.3,4,5,6,1,REDUP(畳語・同一)
ゆさゆさ,yusayusa,4,2,0,1,0,1,jusajusa,6,4,3,2,8,4,280.0,2.61,3,6000.0,6.95,7,mc,3,#8B4513,37.5,26.4,41.0,4,5,6,1,REDUP(畳語・同一)
ゆったり,yuttari,4,2,0,1,0,1,juttaɾi,3,1,4,0,9,6,300.0,2.78,5,800.0,3.53,5,mh,5,#FFB6C1,81.1,28.0,5.0,5,5,5,8,COMPOUND(複合・異種)
ゆらゆら,yurayura,4,2,0,1,0,1,juɾajuɾa,2,3,2,1,9,4,350.0,3.17,2,4500.0,6.47,3,mc,3,#FFFFFF,100.0,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
ゆらり,yurari,4,2,0,1,0,1,juɾaɾi,2,5,6,3,9,5,400.0,3.51,6,3000.0,5.78,4,mc,3,#F0FFFF,98.9,-4.9,-1.7,4,6,0,0,RI(り単発)
ゆるゆる,yuruyuru,4,2,0,1,0,1,juɾujuɾu,2,2,1,1,9,8,250.0,2.32,1,500.0,2.73,5,mh,5,#F5F5DC,95.9,-4.2,12.0,4,5,6,1,REDUP(畳語・同一)
よたよた,yotayota,4,2,0,1,0,1,jotajota,5,4,2,4,8,5,320.0,2.94,4,1200.0,4.22,5,c,2,#A9A9A9,69.2,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
よちよち,yochiyochi,4,2,0,1,0,1,jotɕijotɕi,3,5,3,5,8,6,600.0,4.54,5,900.0,3.73,4,mh,5,#FFFACD,97.6,-5.4,22.2,4,5,6,1,REDUP(畳語・同一)
よぼよぼ,yoboyobo,4,2,0,1,0,1,jobojobo,7,2,1,6,7,8,180.0,1.49,2,500.0,2.73,8,c,2,#8B4513,37.5,26.4,41.0,4,5,6,1,REDUP(畳語・同一)
よれよれ,yoreyore,4,2,0,1,0,1,joɾejoɾe,3,2,1,6,8,3,300.0,2.78,3,1100.0,4.07,4,c,2,#BEBEBE,77.0,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
よろよろ,yoroyoro,4,2,0,1,0,1,joɾojoɾo,5,4,2,3,9,4,280.0,2.61,4,2500.0,5.47,5,mc,3,#A9A9A9,69.2,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
りんりん,rinrin,4,2,0,1,0,1,ɾinɾiŋ,2,7,8,5,3,1,2800.0,8.44,6,12000.0,8.13,7,c,2,#C0C0C0,77.7,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
るんるん,runrun,4,2,0,1,0,1,ɾunɾuŋ,2,6,6,1,8,5,550.0,4.32,4,3500.0,6.04,4,h,6,#FF69B4,65.5,64.2,-10.6,4,5,6,1,REDUP(畳語・同一)
れろれろ,rerorero,4,2,0,1,0,1,ɾeɾoɾeɾo,4,5,3,2,9,9,380.0,3.38,3,1500.0,4.6,9,mh,5,#FFC0CB,83.6,24.1,3.3,4,5,6,1,REDUP(畳語・同一)
わあわあ,waawaa,4,2,0,1,0,1,waawaa,5,3,4,1,9,6,500.0,4.07,0,14000.0,8.39,6,h,6,#FFD700,86.9,-1.9,87.1,4,5,6,1,REDUP(畳語・同一)
わいわい,waiwai,4,2,0,1,0,1,waiwai,3,6,4,0,9,5,800.0,5.26,2,11000.0,7.98,7,h,6,#FFFF00,97.1,-21.6,94.5,4,5,6,1,REDUP(畳語・同一)
わくわく,wakuwaku,8,2048,1,1,1,1,wakuwaku,4,7,7,2,7,4,600.0,4.54,6,6500.0,7.09,8,h,6,#FF4500,57.6,67.8,69.0,4,5,6,1,REDUP(畳語・同一)
わっさり,watsari,4,2,0,1,0,1,wassaɾi,5,6,6,4,8,4,350.0,3.17,7,8000.0,7.44,7,mh,5,#228B22,50.6,-49.6,45.0,5,5,5,8,COMPOUND(複合・異種)
わなわな,wanawana,4,2,0,1,0,1,wanawana,4,8,2,9,7,6,450.0,3.81,7,13000.0,8.27,7,c,2,#FFFFFF,100.0,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
わやわや,wayawaya,4,2,0,1,0,1,wajawaja,3,5,3,2,8,6,380.0,3.38,3,9000.0,7.64,6,h,6,#DAA520,70.8,8.5,68.8,4,5,6,1,REDUP(畳語・同一)
わらわら,warawara,4,2,0,1,0,1,waɾawaɾa,4,6,3,2,9,5,320.0,2.94,4,10000.0,7.82,8,mh,5,#F5F5F5,96.5,-0.0,0.0,4,5,6,1,REDUP(畳語・同一)
わんさ,wansa,4,2,0,1,0,1,waŋsa,5,7,8,3,7,4,450.0,3.81,6,12000.0,8.13,7,h,6,#FFD700,86.9,-1.9,87.1,3,5,0,0,OTHER(単発)
わんわん,wanwan,4,2,0,1,0,1,waŋwaŋ,6,4,6,2,7,7,220.0,2.0,1,15000.0,8.51,8,h,6,#8B4513,37.5,26.4,41.0,4,5,6,1,REDUP(畳語・同一)
わーん,wa-n,4,2,0,1,0,1,waːŋ,7,4,7,3,6,8,300.0,2.78,1,11000.0,7.98,9,h,6,#1E90FF,59.4,10.0,-63.4,3,8,5,1,LONG+N(長音+ん)
あぜーん,aze-n,4,2,0,1,0,1,azeːŋ,7,2,6,6,2,5,229.0,2.1,1,1333.0,4.4,6,0,4,#764626,34.6,17.5,27.7,5,5,5,8,COMPOUND(複合・異種)
いいーん,ii-n,4,2,0,1,0,1,iiːŋ,5,4,9,6,2,4,750.0,5.1,2,2866.0,5.7,6,0,4,#B58552,59.2,12.7,34.3,5,5,5,8,COMPOUND(複合・異種)
いさー,isa-,4,2,0,1,0,1,isaː,2,3,6,4,6,1,1588.0,7.0,1,6535.0,7.1,2,0,4,#EED793,86.6,-1.8,36.5,2,7,7,1,LONG(長音ー)
えぞー,ezo-,4,2,0,1,0,1,ezoː,5,1,5,7,4,4,383.0,3.4,0,1898.0,5.0,5,0,4,#97744C,51.5,8.4,27.6,2,7,7,1,LONG(長音ー)
ききーん,kiki-n,4,2,0,1,0,1,kikiːŋ,4,6,9,7,1,1,1719.0,7.2,4,9304.0,7.7,6,0,4,#D6A258,70.2,10.9,45.5,5,5,5,8,COMPOUND(複合・異種)
さきー,saki-,4,2,0,1,0,1,sakiː,1,5,8,3,6,0,2358.0,8.0,2,14900.0,8.5,3,h,6,#FFFFAC,101.7,3.0,45.0,2,7,7,1,LONG(長音ー)
さそー,saso-,4,2,0,1,0,1,sasoː,1,3,6,2,9,0,1527.0,6.9,1,8270.0,7.5,2,0,4,#FFFFC0,99.8,-6.8,31.8,2,7,7,1,LONG(長音ー)
ざがー,zaga-,4,2,0,1,0,1,dzaɡaː,6,3,8,4,5,3,525.0,4.2,0,17779.0,8.8,6,0,4,#A1673E,49.1,19.3,32.5,2,7,7,1,LONG(長音ー)
ざきー,zaki-,4,2,0,1,0,1,dzakiː,5,4,9,6,4,1,1113.0,6.1,2,20000.0,9.0,6,mh,5,#BD844B,59.7,15.9,39.2,2,7,7,1,LONG(長音ー)
しそー,shiso-,4,2,0,1,0,1,ɕisoː,2,1,5,6,8,1,1411.0,6.7,0,2702.0,5.6,3,mc,3,#D7DDAC,86.7,-10.1,23.4,2,7,7,1,LONG(長音ー)
じえーん,jie-n,4,2,0,1,0,1,dʑieːŋ,8,2,8,7,3,6,291.0,2.7,1,2402.0,5.4,8,mh,5,#7C381E,32.3,28.0,29.6,5,5,5,8,COMPOUND(複合・異種)
じへー,jihe-,4,2,0,1,0,1,dʑiheː,5,2,7,6,6,4,666.0,4.8,0,4869.0,6.6,6,h,6,#C68556,61.3,19.9,35.5,2,7,7,1,LONG(長音ー)
ぜじゅー,zeju-,4,2,0,1,0,1,dzedʑuː,6,1,7,6,6,6,525.0,4.2,0,10466.0,7.9,8,0,4,#996F65,50.7,15.7,11.9,2,7,7,1,LONG(長音ー)
だむーん,damu-n,4,2,0,1,0,1,damuːŋ,9,2,6,5,4,9,117.0,0.4,1,1898.0,5.0,9,mh,5,#590A13,17.3,34.6,17.7,5,5,5,8,COMPOUND(複合・異種)
ちでーん,chide-n,4,2,0,1,0,1,tɕideːŋ,6,2,6,8,2,5,721.0,5.0,2,1790.0,4.9,7,0,4,#A67046,52.0,16.8,31.8,5,5,5,8,COMPOUND(複合・異種)
ちにー,chini-,4,2,0,1,0,1,tɕiniː,1,2,6,8,6,3,2654.0,8.3,1,4590.0,6.5,4,mh,5,#FFF1AF,95.8,-0.2,35.1,2,7,7,1,LONG(長音ー)
ちみゅーん,chimyu-n,4,2,0,1,0,1,tɕimjuːŋ,4,3,6,6,4,7,989.0,5.8,1,2866.0,5.7,7,mh,5,#CE9E7F,68.8,14.0,23.2,5,5,5,8,COMPOUND(複合・異種)
ちもー,chimo-,4,2,0,1,0,1,tɕimoː,3,1,5,7,6,4,1253.0,6.4,0,2702.0,5.6,5,mh,5,#E6C48F,80.8,5.0,31.1,2,7,7,1,LONG(長音ー)
にじゅー,niju-,4,2,0,1,0,1,nidʑuː,4,0,5,7,5,6,666.0,4.8,0,2265.0,5.3,7,0,4,#B59278,63.1,9.3,18.8,2,7,7,1,LONG(長音ー)
ぶすー,busu-,4,2,0,1,0,1,busuː,5,2,5,5,7,4,505.0,4.1,0,6931.0,7.2,5,0,4,#9F7C63,54.6,10.2,18.5,2,7,7,1,LONG(長音ー)
りきゃー,rikya-,4,2,0,1,0,1,ɾikjaː,2,6,9,2,6,2,3500.0,9.0,3,20000.0,9.0,6,h,6,#FFFFBB,104.8,4.9,41.6,2,7,7,1,LONG(長音ー)
わきゃーん,wakya-n,4,2,0,1,0,1,wakjaːŋ,6,6,8,1,6,5,615.0,4.6,2,20000.0,9.0,8,hh,7,#E3885A,65.4,30.5,39.1,5,5,5,8,COMPOUND(複合・異種)
いだーん,ida-n,4,2,0,1,0,1,idaːŋ,7,3,7,6,2,5,327.0,3.0,1,1591.0,4.7,6,0,4,#8A5027,40.1,20.8,33.7,5,5,5,8,COMPOUND(複合・異種)
いちーん,ichi-n,4,2,0,1,0,1,itɕiːŋ,5,4,8,7,1,4,914.0,5.6,2,2866.0,5.7,7,0,4,#B38053,57.8,14.1,32.3,5,5,5,8,COMPOUND(複合・異種)
いにー,ini-,4,2,0,1,0,1,iniː,2,2,6,6,5,3,1158.0,6.2,0,3040.0,5.8,4,0,4,#E2C68E,81.0,2.0,31.7,2,7,7,1,LONG(長音ー)
おぜー,oze-,4,2,0,1,0,1,ozeː,5,1,5,7,4,4,383.0,3.4,0,1898.0,5.0,5,0,4,#97744C,51.5,8.4,27.6,2,7,7,1,LONG(長音ー)
ぎきー,giki-,4,2,0,1,0,1,ɡikiː,5,5,9,8,3,0,1788.0,7.3,3,16762.0,8.7,6,0,4,#C38D47,62.5,13.6,44.4,2,7,7,1,LONG(長音ー)
ぎぎゃーん,gigya-n,4,2,0,1,0,1,ɡiɡjaːŋ,8,6,9,5,2,4,640.0,4.7,2,10466.0,7.9,8,0,4,#8F502F,40.8,23.4,30.6,5,5,5,8,COMPOUND(複合・異種)
じでーん,jide-n,4,2,0,1,0,1,dʑideːŋ,8,2,8,7,3,6,279.0,2.6,1,2548.0,5.5,8,mh,5,#77321E,30.2,28.9,27.2,5,5,5,8,COMPOUND(複合・異種)
じみゅー,jimyu-,4,2,0,1,0,1,dʑimjuː,6,1,6,7,5,6,592.0,4.5,0,5809.0,6.9,8,mh,5,#AB6F58,52.8,21.0,22.6,2,7,7,1,LONG(長音ー)
ぞぎゅー,zogyu-,4,2,0,1,0,1,dzoɡjuː,6,3,8,5,6,5,547.0,4.3,0,18857.0,8.9,8,0,4,#9A6B58,49.5,16.5,18.0,2,7,7,1,LONG(長音ー)
ちちゅー,chichu-,4,2,0,1,0,1,tɕitɕuː,2,3,7,7,5,4,3500.0,9.0,2,9868.0,7.8,6,mh,5,#FFEBB1,95.4,7.2,33.7,2,7,7,1,LONG(長音ー)
でまーん,dema-n,4,2,0,1,0,1,demaːŋ,9,2,6,5,4,8,132.0,0.7,1,2135.0,5.2,9,mh,5,#5A0B10,17.7,34.7,20.2,5,5,5,8,COMPOUND(複合・異種)
りじゅーん,riju-n,4,2,0,1,0,1,ɾidʑuːŋ,5,4,8,6,3,7,721.0,5.0,2,3040.0,5.8,8,0,4,#AC8878,59.8,11.4,13.8,5,5,5,8,COMPOUND(複合・異種)
りりゃーん,rirya-n,4,2,0,1,0,1,ɾiɾjaːŋ,3,6,9,2,5,4,1719.0,7.2,2,12488.0,8.2,7,mh,5,#F8D1A5,86.1,7.7,27.0,5,5,5,8,COMPOUND(複合・異種)
いきーん,iki-n,4,2,0,1,0,1,ikiːŋ,5,5,9,6,2,2,914.0,5.6,3,4328.0,6.4,6,mh,5,#C79051,63.8,14.0,41.1,5,5,5,8,COMPOUND(複合・異種)
いゆーん,iyu-n,4,2,0,1,0,1,ijuːŋ,4,2,5,4,5,6,368.0,3.3,0,740.0,3.4,5,0,4,#B58E70,62.0,10.4,21.6,5,5,5,8,COMPOUND(複合・異種)
えざーん,eza-n,4,2,0,1,0,1,ezaːŋ,7,2,6,6,2,5,229.0,2.1,1,1333.0,4.4,6,0,4,#764626,34.6,17.5,27.7,5,5,5,8,COMPOUND(複合・異種)
えじー,eji-,4,2,0,1,0,1,edʑiː,4,0,6,8,4,4,547.0,4.3,0,1414.0,4.5,5,0,4,#A7855C,57.9,7.7,26.9,2,7,7,1,LONG(長音ー)
えちーん,echi-n,4,2,0,1,0,1,etɕiːŋ,6,3,7,6,2,6,525.0,4.2,2,1687.0,4.8,7,0,4,#A8724D,52.9,17.0,28.9,5,5,5,8,COMPOUND(複合・異種)
きりゃー,kirya-,4,2,0,1,0,1,kiɾjaː,2,5,8,4,6,1,3234.0,8.8,2,20000.0,9.0,5,mh,5,#FFF7AB,98.0,-0.2,40.2,2,7,7,1,LONG(長音ー)
ぎぎゃー,gigya-,4,2,0,1,0,1,ɡiɡjaː,6,5,8,5,4,2,1356.0,6.6,2,20000.0,9.0,7,0,4,#C08955,61.4,15.4,35.9,2,7,7,1,LONG(長音ー)
くにー,kuni-,4,2,0,1,0,1,kuniː,2,2,6,6,6,3,1070.0,6.0,1,3627.0,6.1,5,0,4,#E3C894,81.8,2.1,29.8,2,7,7,1,LONG(長音ー)
ざだー,zada-,4,2,0,1,0,1,dzadaː,6,3,8,4,5,3,525.0,4.2,0,15804.0,8.6,6,mh,5,#A5663E,49.4,21.5,33.0,2,7,7,1,LONG(長音ー)
じあーん,jia-n,4,2,0,1,0,1,dʑiaːŋ,7,3,8,6,3,5,302.0,2.8,1,3040.0,5.8,8,mh,5,#873F1E,35.6,28.6,33.5,5,5,5,8,COMPOUND(複合・異種)
ずじゅー,zuju-,4,2,0,1,0,1,dzudʑuː,6,1,7,5,6,6,467.0,3.9,0,9868.0,7.8,7,0,4,#956D6A,50.0,15.3,7.8,2,7,7,1,LONG(長音ー)
ずじゅーん,zuju-n,4,2,0,1,0,1,dzudʑuːŋ,8,2,8,5,4,8,220.0,2.0,0,4590.0,6.5,9,0,4,#683842,29.9,22.3,3.7,5,5,5,8,COMPOUND(複合・異種)
ぜちゅー,zechu-,4,2,0,1,0,1,dzetɕuː,6,3,8,6,5,6,811.0,5.3,1,17779.0,8.8,8,0,4,#A46D5B,51.5,19.7,19.1,2,7,7,1,LONG(長音ー)
だめーん,dame-n,4,2,0,1,0,1,dameːŋ,9,2,6,5,4,8,132.0,0.7,1,2135.0,5.2,9,mh,5,#5A0B10,17.7,34.7,20.2,5,5,5,8,COMPOUND(複合・異種)
でみー,demi-,4,2,0,1,0,1,demiː,7,2,6,8,4,6,449.0,3.8,0,5809.0,6.9,8,0,4,#864730,37.4,24.6,25.4,2,7,7,1,LONG(長音ー)
ぴじゅー,piju-,4,2,0,1,0,1,pidʑuː,3,2,7,8,6,5,1205.0,6.3,1,7352.0,7.3,7,0,4,#D6AF8E,74.1,9.8,22.1,2,7,7,1,LONG(長音ー)
みめー,mime-,4,2,0,1,0,1,mimeː,4,1,5,7,6,5,666.0,4.8,0,2866.0,5.7,7,mh,5,#C39069,63.7,14.5,28.1,2,7,7,1,LONG(長音ー)
よぞー,yozo-,4,2,0,1,0,1,jozoː,5,0,3,6,6,4,368.0,3.3,0,1790.0,4.9,5,0,4,#9A7E5F,54.8,6.4,21.0,2,7,7,1,LONG(長音ー)
りみゅーん,rimyu-n,4,2,0,1,0,1,ɾimjuːŋ,4,4,8,4,4,7,878.0,5.5,1,4328.0,6.4,8,0,4,#CA9F8B,68.8,13.0,16.3,5,5,5,8,COMPOUND(複合・異種)
りみー,rimi-,4,2,0,1,0,1,ɾimiː,2,4,8,6,5,3,2358.0,8.0,1,7798.0,7.4,6,0,4,#F3D7A3,87.2,2.1,29.3,2,7,7,1,LONG(長音ー)
りゆーん,riyu-n,4,2,0,1,0,1,ɾijuːŋ,3,3,6,3,6,6,780.0,5.2,0,1687.0,4.8,6,0,4,#D8BB9E,77.5,6.0,18.5,5,5,5,8,COMPOUND(複合・異種)
あけらかん,akerakan,4,2,0,1,0,1,akeɾakaŋ,4,5,5,3,6,4,345.1,3.14,5,3409.6,5.99,5,mh,5,#800000,25.5,48.0,38.1,5,5,5,8,COMPOUND(複合・異種)
あざあざ,azaaza,4,2,0,1,0,1,azaaza,5,4,5,3,7,5,350.9,3.18,3,8362.3,7.52,5,0,4,#4682B4,52.5,-4.1,-32.2,4,5,5,1,REDUP(畳語・同一)
あっけらかん,atkerakan,4,2,0,1,0,1,akkeɾakaŋ,4,6,5,3,6,3,341.4,3.11,6,3763.7,6.16,5,h,6,#FFD700,86.9,-1.9,87.1,5,5,5,8,COMPOUND(複合・異種)
あっはっは,athatha,4,2,0,1,0,1,ahhahha,4,5,4,3,7,6,423.7,3.65,4,3082.3,5.82,5,mh,5,#FFFF00,97.1,-21.6,94.5,5,5,0,8,COMPOUND(複合・異種)
あはははは,ahahahaha,4,2,0,1,0,1,ahahahaha,3,5,4,3,7,5,512.2,4.14,4,3226.8,5.90,4,mh,5,#FFFF00,97.1,-21.6,94.5,5,5,0,8,COMPOUND(複合・異種)
あぷあぷ,apuapu,4,2,0,1,0,1,apuapu,4,5,4,6,6,6,326.5,3.00,4,3626.1,6.10,6,0,4,#4169E1,47.8,26.3,-65.3,4,5,5,1,REDUP(畳語・同一)
